9710.784314	0.255076013	0.00039	1.006198755	5.5699E-14	0	0	1.09343E-14	3.86431E-14	5.36995E-14	1.06069E-13	1.068E-13
6459.090909	0.581429153	0.0004	1.005778889	1.8941E-13	0	0	5.0661E-14	1.74287E-13	1.90679E-13	1.92E-13	1.92E-13
4918.103448	0.727008361	0.00034	0.997196129	8.7321E-14	0	0	3.5988E-14	7.96492E-14	8.4039E-14	1.21276E-13	1.38368E-13
8683.962264	0.863259669	0.00027	1.001246598	4.266E-14	0	0	2.23352E-14	4.03715E-14	4.05594E-14	4.056E-14	4.056E-14
14478.94737	2.285871031	0.0003	0.999238838	1.153E-13	0	0	9.56451E-14	1.18938E-13	1.1894E-13	1.1894E-13	1.1894E-13
11083.33333	10.97791244	0.0003	1.047236653	1.1094E-13	0	0	1.92262E-13	2.14384E-13	2.23013E-13	3.07978E-13	3.40774E-13
19762.19512	1.412229911	0.00023	1.015542605	1.2681E-13	0	0	8.46033E-14	1.26909E-13	1.28765E-13	1.51272E-13	1.72987E-13
11655	2.606950129	0.0003	0.999551929	2.881E-13	0	0	2.40932E-13	2.99385E-13	2.9939E-13	2.9939E-13	2.9939E-13
6597.345133	1.074379277	0.0003	0.978566318	2.3873E-13	0	0	1.14804E-13	2.4275E-13	2.45968E-13	2.46E-13	2.46E-13
18029.06977	2.64361435	5E-05	0.9992074	1.0783E-13	1.09163E-14	3.35408E-14	9.77922E-14	1.0605E-13	1.0605E-13	1.0605E-13	1.0605E-13
7160.550459	0.550115524	0.00059	1.000094319	8.858E-14	0	0	2.05482E-14	7.83035E-14	9.0712E-14	1.07397E-13	1.12589E-13
5977.876106	0.315089643	0.002	1.008127328	2.3759E-14	0	0	0	1.50417E-14	2.19974E-14	3.36922E-14	3.94729E-14
3879.166667	0.744158357	0.00032	1.00328724	6.5152E-14	0	0	2.29472E-14	4.99423E-14	5.16239E-14	6.71712E-14	1.1896E-13
8683.962264	0.705566923	0.00026	0.999405443	6.1877E-14	0	3.67795E-15	3.08946E-14	5.12501E-14	5.24127E-14	6.84628E-14	1.21959E-13
3215.447154	0.670286212	0.00054	0.999822901	1.3941E-13	0	0	0	1.11111E-13	1.15071E-13	1.19637E-13	1.34712E-13
7413.636364	0.186961318	0.0005	1.00071779	9.4434E-14	0	0	1.11945E-14	5.10819E-14	7.21386E-14	1.18888E-13	1.23697E-13
5618.421053	0.67704807	0.00031	1.00073209	1.7686E-13	0	0	6.42507E-14	1.70084E-13	1.7468E-13	1.7477E-13	1.7477E-13
12788.46154	3.770170412	0.00032	1.090448257	9.9507E-14	0	0	1.78176E-13	2.75636E-13	2.88083E-13	2.90978E-13	2.90978E-13
15217.3913	1.932964781	0.00032	0.998846355	3.1474E-13	0	4.81464E-15	1.42989E-13	2.78638E-13	2.83118E-13	2.8318E-13	2.8318E-13
15217.3913	2.457304337	0.00031	1.26363695	1.9069E-13	0	0	1.58181E-13	2.78915E-13	2.88927E-13	3.44987E-13	3.49999E-13
17500	1.380338459	0.00023	1.034159676	7.4896E-14	0	0	3.8325E-14	7.02741E-14	7.46745E-14	1.13331E-13	1.23779E-13
12142.85714	1.496065348	0.00021	1.228108689	3.6777E-13	0	0	2.54896E-13	4.40046E-13	4.90856E-13	5.94277E-13	5.9436E-13
16054.34783	12.82610369	0.00027	1.267892877	9.6268E-14	0	0	1.12641E-13	1.18406E-13	1.20698E-13	1.42981E-13	1.51245E-13
14291.66667	3.082139004	0.00014	0.99996817	2.846E-13	0	3.44023E-14	2.55822E-13	2.74768E-13	2.78878E-13	3.52854E-13	5.99442E-13
62815	6.149683291	1E-04	4.543826057	1.1103E-13	4.19043E-27	5.58913E-14	1.49991E-13	2.42332E-13	2.75337E-13	2.8588E-13	2.8588E-13
40040	2.893685977	1E-05	1.121603	4.582E-14	9.26298E-15	1.82521E-14	4.31263E-14	4.86694E-14	5.19483E-14	8.74424E-14	1.05989E-13
19600	4.540707442	1E-04	1.549228673	1.9179E-13	1.98164E-14	4.93617E-14	1.82124E-13	2.52774E-13	2.62438E-13	3.58688E-13	4.00189E-13
34326.92308	9.229349331	1E-04	1.514551353	8.9257E-14	8.55294E-15	4.28901E-14	1.18045E-13	1.52149E-13	1.80737E-13	2.52821E-13	2.53E-13
29375	4.610206998	1E-04	1.205658449	9.9407E-14	6.43629E-15	2.63248E-14	1.23654E-13	1.88304E-13	1.93268E-13	2.56455E-13	3.74783E-13
31945.45455	3.818688662	1E-05	1.032693074	2.5154E-13	8.44046E-14	1.40091E-13	2.44194E-13	2.4807E-13	2.4807E-13	2.4807E-13	2.4807E-13
25783.33333	2.24260501	8E-05	0.999991445	1.275E-13	0	0	1.20955E-13	1.22494E-13	1.24415E-13	1.58992E-13	2.74249E-13
27879.31034	7.223345854	1E-04	2.623400677	6.8001E-14	1.88064E-27	2.80482E-14	9.87175E-14	1.23202E-13	1.35138E-13	1.44875E-13	1.44875E-13
19621.21212	1.392602496	5E-05	1.140566736	3.7091E-13	3.2729E-14	7.57832E-14	3.04266E-13	5.13764E-13	5.44009E-13	6.2416E-13	7.2709E-13
16625	3.764209892	1E-04	1.179572834	6.6214E-14	0	0	6.68295E-14	7.59189E-14	7.95902E-14	8.1E-14	8.1E-14
26101.69492	2.67286772	0.00018	1.352859877	8.589E-14	0	1.22394E-14	7.88855E-14	1.01541E-13	1.07786E-13	1.78423E-13	2.21205E-13
24098.36066	2.420252674	1E-04	2.151676969	2.656E-13	3.88751E-27	6.13939E-14	2.7222E-13	4.50429E-13	5.40583E-13	6.0772E-13	6.0772E-13
25083.33333	2.087464774	0.00018	1.485674752	1.02E-13	4.38649E-15	1.8045E-14	8.85255E-14	1.57306E-13	1.81397E-13	2.65122E-13	2.6615E-13
16138.88889	2.181596056	1E-04	1.157687412	2.0689E-13	1.60596E-14	3.14195E-14	1.32502E-13	3.28847E-13	3.64297E-13	3.6858E-13	3.6858E-13
43369.56522	4.638864406	1E-04	1.418350552	1.6121E-13	0	1.06384E-13	2.52861E-13	5.02441E-13	5.97097E-13	6.3E-13	6.3E-13
15702.7027	0.597764361	7E-05	1.026289136	2.3449E-13	5.14661E-15	2.13767E-14	1.11941E-13	2.24524E-13	2.68844E-13	5.72715E-13	6.16725E-13
24387.09677	4.196391104	5E-05	1.968117317	2.5239E-13	4.52619E-14	1.16382E-13	2.92953E-13	3.56467E-13	3.95533E-13	5.47935E-13	9.34936E-13
26813.55932	6.915629322	0.0003	0.890555145	7.3287E-14	0	0	6.87005E-14	6.874E-14	6.874E-14	6.874E-14	6.874E-14
26101.69492	2.063131834	3E-05	1.103291064	1.3658E-13	1.74321E-14	3.86044E-14	1.17334E-13	1.42425E-13	1.47178E-13	2.17409E-13	3.26266E-13
24387.09677	0.407149546	0.00152	1.007883767	1.5281E-13	0	0	0	1.1343E-13	1.52522E-13	2.59859E-13	2.61248E-13
24098.36066	2.873315519	5E-05	1.302288485	1.3807E-13	2.13816E-14	4.09623E-14	1.48751E-13	2.59154E-13	2.75934E-13	3.71442E-13	4.58088E-13
24222.22222	3.169974006	9E-05	4.24713821	1.9042E-13	0	0	1.78749E-13	3.29306E-13	3.70315E-13	4.48729E-13	4.4877E-13
23296.875	2.895529303	1E-04	1.000057526	1.3579E-13	1.969E-27	3.04881E-14	1.21184E-13	1.3448E-13	1.3448E-13	1.3448E-13	1.3448E-13
16138.88889	1.089134791	1E-04	1.052078506	2.7254E-13	2.40587E-15	2.56839E-14	1.69042E-13	3.79737E-13	3.99508E-13	4.0053E-13	4.0053E-13
23594.2492	4.901960784	0.00021	2.493724793	2.584E-13	4.12659E-27	6.49261E-14	2.80714E-13	3.63514E-13	4.02906E-13	6.33787E-13	1.26079E-12
19432.83582	26.76659529	0.00046	1.392921272	1.0975E-13	1.30237E-14	3.21898E-14	1.14316E-13	1.68055E-13	1.81717E-13	1.89394E-13	1.89394E-13
16366.19718	5.331058748	0.00054	1.006518534	3.3861E-13	3.52088E-14	7.42535E-14	2.53789E-13	3.47545E-13	3.47999E-13	3.48E-13	3.48E-13
17246.37681	1.841925918	-0.0001	1.040472189	1.9434E-13	2.8576E-14	5.38523E-14	1.74923E-13	2.46944E-13	2.47479E-13	2.4748E-13	2.4748E-13
