19621.21212	0.270496903	1.58E-13	9.9914E-14	1.308234038
19136.76471	0.477030959	1.96E-14	9.7364E-14	1.146371614
40104.16667	0.187290469	1.22E-13	1.8237E-13	1.24961375
45111.11111	0.091717876	1.70E-13	1.9222E-13	1.317491541
23145.16129	0.113530574	1.11E-13	1.1088E-13	1.191463671
27155.17241	0.234142687	4.06E-14	6.3699E-14	1.138045242
45111.11111	0.846596681	6.04E-14	1.0472E-13	1.061619273
36245.05929	0.085814812	2.27E-14	2.9357E-14	1.184091501
37100	0.23675924	4.05E-14	1.9253E-14	1.477377166
21328.125	0.053168864	1.91E-14	2.0166E-14	1.072915992
