36346.15385	0.079891348	23.026	9.8142	27.45640057	
32706.89655	0.050296751	158.4	27.272	37.61226115	
19013.51351	0.07751938	65.141	8.9477	15.31649731	
19558.82353	0.06130832	49.534	9.4848	31.32673615	
13212.5	0.085543199	30.082	7.82355	7.980052559	
19558.82353	0.077166448	33.408	4.0771	3.330571254	
14828.94737	0.085338795	53.852	9.9942	23.03932241	
22750	0.015667596	106.16	5.6441	12.17903409	
17597.22222	0.030704986	139.91	11.288	77.88790653	
21212.12121	0.082774605	22.12	4.4819	14.16501131	
3342.696629	0.080405242	17.343	6.6061	1.169184815	
7364.583333	0.099880144	28.021	6.0743	8.023134169	
8034.090909	0.066128819	34.89	0.465	1.073468214	
9166.666667	0.083906696	41.662	10.905	24.03165187	
11375	0.033701806	48.094	3.4419	1.33435675	
21212.12121	0.060838352	24.532	10.102	29.95074109	
31250	0.045712196	59.91	15.319	34.10305241	
10000	0.08748141	106.09	16.879	25.49040734	
5436.363636	0.022177866	8.102	5.96	1	
