36346.15385	5.19049102	0.0006	27.45640057	9.8142	0	0	9.208444955	16.8082843	21.49907003	26.43197057	26.432
21720.58824	0.099304866	4.00E-05	1.043898695	13.331	0.277710575	0.713590745	2.145683378	5.67660985	8.982773648	17.86651696	17.897
32706.89655	6.233636704	0.00068	37.61226115	27.272	0	0	23.57598943	55.45515824	84.32525049	202.5053339	205.0499934
19013.51351	7.427764986	0.00052	15.31649731	8.9477	0	0	10.84674823	28.33508448	43.27310748	102.0127229	103.0949983
19558.82353	10.17293998	0.00038	31.32673615	9.4848	0	0	12.33024559	21.95070008	31.62192807	93.47400784	99.70584328
4270	0.150006	0.00152	0.999958197	11.918	0	0	0.099476276	5.389920143	9.479352945	23.99784579	27.68379277
13212.5	2.763346966	0.00046	7.980052559	7.82355	0	0	7.080741851	17.77118329	24.90834706	62.69524328	64.7628923
19558.82353	2.111308167	0.00051	3.330571254	4.0771	0	0	4.110377566	14.18776385	21.47449674	32.27799059	32.279
14828.94737	3.440682631	0.00049	23.03932241	9.9942	0	0	9.490644291	25.69261144	39.22190521	71.82613856	71.89
22750	8.523695875	0.00038	12.17903409	5.6441	0	0	6.981539667	13.51231816	20.11451756	61.67467249	65.65581822
17597.22222	10.0261683	0.00037	77.88790653	11.288	0	0	13.46372018	29.95834598	47.50763958	133.3859082	136.9409238
21212.12121	5.426819341	0.00044	14.16501131	4.4819	0	0	5.601928901	11.72570512	17.12281463	30.24012065	30.267
3342.696629	0.503068719	0.00098	1.169184815	6.6061	0	0	1.914574175	9.983508305	15.69531314	22.08593489	22.086
7364.583333	3.403212633	0.00066	8.023134169	6.0743	0	0	4.53368775	16.35079065	23.14150235	38.89831571	38.924
8034.090909	0.757575758	0.00058	1.073468214	0.465	0	0	1.132369096	9.3261178	16.66546573	35.30637656	35.355
3305.555556	0.066671111	0.00095	1.031611892	75.93	0	0	1.35460231	18.81160508	35.00379117	75.82859464	75.93
2870	0.14277148	0.0013	1.018571826	9.0298	0	0	0	4.063712595	6.767008452	11.67035294	11.69
5326.086957	0.200549506	0.0007	1.207284788	6.1271	0	0	0.484225674	3.503016296	5.842140424	14.54949048	18.19331538
